scenario,runIndex,seed,generator,numOfStates,numOfCalls,numOfLocals,numOfReturns,numOfStackSymbols,density,acceptingStatesDensity,numOfModules,secondDvpaNumOfStates,useSrs,useEquivalenceCheckToValidateOutput,equivalenceQueryCount,equivalenceQueryHypothesisStatesTotal,equivalenceQueryTimeUs,equivalenceQueryTargetMembershipQueryCount,equivalenceQueryTargetMembershipQuerySymbolsTotal,membershipQueryCount,membershipQuerySymbolsTotal,membershipQueryTimeUs,stackContentQueryCount,stackContentQuerySymbolsTotal,stackContentQueryTimeUs,srsCheckCount,srsCheckTimeUs,srsCounterexampleCount,automataGeneratedCount,automataGenerationTimeUs,learnerTimeUs,outputValidationTimeUs,status,targetNumOfStates,targetAcceptingStates,hypothesisNumOfStates,hypothesisAcceptingStates
cancellation-srs-mixed,20,21,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,3,67,5890285,0,0,177574,1455319,570,151372,1260686,384,12,1192370,9,12,135198,7218651,0,passed,22,3,23,3
cancellation-srs-mixed,21,22,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,3,67,5370098,0,0,142424,975057,362,118670,835245,461,10,1178128,7,10,104113,6652984,0,passed,22,5,23,5
cancellation-srs-mixed,22,23,cancellation,26,4,3,4,6,0.8,0.3,5,2,1,0,7,166,22839957,0,0,1064763,11632001,1904,893566,9818735,1893,18,2642054,11,18,881005,26365382,0,passed,26,4,26,4
cancellation-srs-mixed,23,24,cancellation,24,4,3,4,6,0.8,0.3,5,2,1,0,7,158,17674345,0,0,503187,4115236,641,378336,3043022,399,13,2623680,6,13,372925,20672069,0,passed,24,7,25,7
cancellation-srs-mixed,24,25,cancellation,20,4,3,4,6,0.8,0.3,5,2,1,0,3,63,3689657,0,0,238900,1842282,321,191221,1563196,307,12,1111442,9,12,179938,4982023,0,passed,20,4,21,4
cancellation-srs-mixed,25,26,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,6,82,4993012,0,0,414037,2785189,404,371872,2541023,365,18,2914826,12,18,309379,8219226,0,passed,22,1,23,1
cancellation-srs-mixed,26,27,cancellation,26,4,3,4,6,0.8,0.3,5,2,1,0,3,79,13017512,0,0,444704,3945245,555,373361,3444823,367,16,1108749,13,16,320620,14448346,0,passed,26,3,27,3
cancellation-srs-mixed,27,28,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,5,61,3015128,0,0,109144,746329,142,84165,606465,213,10,2087510,5,10,64851,5168047,0,passed,22,5,23,5
cancellation-srs-mixed,28,29,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,7,111,6535339,0,0,196223,1870502,474,154898,1574494,415,13,2650490,6,13,143067,9330143,0,passed,22,4,23,4
cancellation-srs-mixed,29,30,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,8,141,9984249,0,0,361280,2864439,807,268727,2140717,746,15,3154526,7,15,264446,13404503,0,passed,22,6,23,6
